id,keyword,topic_pillar,cluster_number,intent,target_template,volume_floor,kd_ceiling,target_city,status,slug,internal_links,cta
kw_112,home services automation Dallas near me,Home services intake,8,commercial,industry-guide,60,23,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-near-me,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_113,home services automation Dallas for small business,Home services intake,8,commercial-investigation,case-study,90,26,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-for-small-business,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_114,home services automation Dallas for restaurants,Home services intake,8,commercial-investigation,case-study,70,21,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-for-restaurants,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_115,home services automation Dallas for home services,Home services intake,8,commercial-investigation,case-study,60,23,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-for-home-services,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_116,home services automation Dallas for med spas,Home services intake,8,commercial-investigation,case-study,50,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-for-med-spas,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_117,home services automation Dallas for dental offices,Home services intake,8,commercial-investigation,case-study,50,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-for-dental-offices,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_118,home services automation Dallas workflow audit,Home services intake,8,commercial-investigation,how-to,50,17,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-workflow-audit,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_119,home services automation Dallas lead response,Home services intake,8,commercial-investigation,how-to,70,22,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-lead-response,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_120,home services automation Dallas intake automation,Home services intake,8,commercial-investigation,how-to,80,24,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,home-services-automation-dallas-intake-automation,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_121,CRM follow up automation Dallas services,CRM/follow-up,9,commercial,industry-guide,90,24,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-services,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_122,CRM follow up automation Dallas company,CRM/follow-up,9,commercial,industry-guide,70,22,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-company,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_123,CRM follow up automation Dallas consultant,CRM/follow-up,9,commercial,industry-guide,60,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-consultant,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_124,CRM follow up automation Dallas agency,CRM/follow-up,9,commercial,industry-guide,80,25,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-agency,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_125,CRM follow up automation Dallas implementation,CRM/follow-up,9,commercial-investigation,how-to,50,18,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-implementation,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_126,CRM follow up automation Dallas pricing,CRM/follow-up,9,commercial,industry-guide,50,19,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-pricing,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_127,CRM follow up automation Dallas near me,CRM/follow-up,9,commercial,industry-guide,60,23,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-near-me,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_128,CRM follow up automation Dallas for small business,CRM/follow-up,9,commercial-investigation,case-study,90,26,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-for-small-business,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_129,CRM follow up automation Dallas for restaurants,CRM/follow-up,9,commercial-investigation,case-study,70,21,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-for-restaurants,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_130,CRM follow up automation Dallas for home services,CRM/follow-up,9,commercial-investigation,case-study,60,23,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-for-home-services,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_131,CRM follow up automation Dallas for med spas,CRM/follow-up,9,commercial-investigation,case-study,50,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-for-med-spas,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_132,CRM follow up automation Dallas for dental offices,CRM/follow-up,9,commercial-investigation,case-study,50,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-for-dental-offices,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_133,CRM follow up automation Dallas workflow audit,CRM/follow-up,9,commercial-investigation,how-to,50,17,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-workflow-audit,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_134,CRM follow up automation Dallas lead response,CRM/follow-up,9,commercial-investigation,how-to,70,22,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-lead-response,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_135,CRM follow up automation Dallas intake automation,CRM/follow-up,9,commercial-investigation,how-to,80,24,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,crm-follow-up-automation-dallas-intake-automation,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_136,lead capture automation Fort Worth services,Fort Worth lead capture,10,commercial,industry-guide,90,24,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-services,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_137,lead capture automation Fort Worth company,Fort Worth lead capture,10,commercial,industry-guide,70,22,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-company,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_138,lead capture automation Fort Worth consultant,Fort Worth lead capture,10,commercial,industry-guide,60,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-consultant,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_139,lead capture automation Fort Worth agency,Fort Worth lead capture,10,commercial,industry-guide,80,25,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-agency,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_140,lead capture automation Fort Worth implementation,Fort Worth lead capture,10,commercial-investigation,how-to,50,18,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-implementation,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_141,lead capture automation Fort Worth pricing,Fort Worth lead capture,10,commercial,industry-guide,50,19,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-pricing,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_142,lead capture automation Fort Worth near me,Fort Worth lead capture,10,commercial,industry-guide,60,23,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-near-me,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_143,lead capture automation Fort Worth for small business,Fort Worth lead capture,10,commercial-investigation,case-study,90,26,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-for-small-business,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_144,lead capture automation Fort Worth for restaurants,Fort Worth lead capture,10,commercial-investigation,case-study,70,21,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-for-restaurants,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_145,lead capture automation Fort Worth for home services,Fort Worth lead capture,10,commercial-investigation,case-study,60,23,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-for-home-services,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_146,lead capture automation Fort Worth for med spas,Fort Worth lead capture,10,commercial-investigation,case-study,50,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-for-med-spas,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_147,lead capture automation Fort Worth for dental offices,Fort Worth lead capture,10,commercial-investigation,case-study,50,20,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-for-dental-offices,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_148,lead capture automation Fort Worth workflow audit,Fort Worth lead capture,10,commercial-investigation,how-to,50,17,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-workflow-audit,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_149,lead capture automation Fort Worth lead response,Fort Worth lead capture,10,commercial-investigation,how-to,70,22,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-lead-response,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
kw_150,lead capture automation Fort Worth intake automation,Fort Worth lead capture,10,commercial-investigation,how-to,80,24,Dallas-Fort Worth,candidate-awaiting-ahrefs-or-semrush-verification,lead-capture-automation-fort-worth-intake-automation,/services/;/pricing/;/blog/,https://calendly.com/operive/30min
